Academic_Drive,Resource_Access,Family_Capital,Personal_Wellbeing,Environmental_Stability,Exam_Score
0.39095930232558146,0.47222222222222227,0.16666666666666666,0.3333333333333333,0.5555555555555555,63
0.4419186046511628,0.6319444444444444,0.5833333333333333,0.6666666666666666,0.5555555555555555,69
0.5217151162790697,0.5416666666666666,0.41666666666666663,0.7222222222222222,0.8888888888888888,67
0.20058139534883723,0.4861111111111111,0.8333333333333333,0.2222222222222222,0.8333333333333334,61
0.4957848837209302,0.4861111111111111,0.8333333333333333,0.2222222222222222,0.7777777777777777,68
0.35976744186046516,0.3819444444444444,0.16666666666666666,0.2777777777777778,0.5555555555555555,61
0.35252906976744186,0.4583333333333333,0.41666666666666663,0.6666666666666666,0.6666666666666666,64
0.3044476744186047,0.40277777777777773,0.75,0.5555555555555555,0.7222222222222222,67
0.433953488372093,0.3819444444444444,0.16666666666666666,0.8333333333333334,0.8888888888888888,63
0.38752906976744184,0.5208333333333334,0.16666666666666666,0.6666666666666666,0.5555555555555555,64
0.2137209302325582,0.6458333333333334,0.8333333333333333,0.27777777777777773,0.7222222222222222,67
0.2762790697674419,0.5208333333333334,0.5833333333333333,0.5555555555555556,0.16666666666666666,65
0.46840116279069777,0.7152777777777777,0.16666666666666666,0.3333333333333333,0.7777777777777777,64
0.5963372093023256,0.7569444444444443,0.5833333333333333,0.611111111111111,0.2222222222222222,70
0.455639534883721,0.6319444444444444,0.75,0.7777777777777778,0.6666666666666666,68
0.5147093023255813,0.4861111111111111,0.41666666666666663,0.7222222222222222,0.7777777777777777,65
0.5205232558139535,0.6875,0.5833333333333333,0.6111111111111112,0.8888888888888888,68
0.3765988372093024,0.3194444444444444,0.41666666666666663,0.6111111111111112,0.7777777777777777,64
0.3945930232558139,0.4791666666666667,0.16666666666666666,0.611111111111111,0.7777777777777777,68
0.3127616279069768,0.5416666666666666,0.41666666666666663,0.2222222222222222,0.7222222222222222,63
0.265843023255814,0.40972222222222227,0.3333333333333333,0.7222222222222222,0.7777777777777777,64
0.3838372093023256,0.4444444444444444,0.8333333333333333,0.3333333333333333,0.7222222222222222,64
0.43970930232558136,0.4861111111111111,0.16666666666666666,0.7777777777777777,0.8888888888888888,67
0.5949709302325581,0.3611111111111111,0.6666666666666666,0.38888888888888884,0.7222222222222222,67
0.19409883720930232,0.875,0.75,0.7222222222222222,0.16666666666666666,66
0.5903488372093024,0.6875,0.5833333333333333,0.611111111111111,0.7777777777777777,72
0.42014534883720933,0.4375,0.41666666666666663,0.16666666666666666,0.38888888888888884,65
0.7463372093023256,0.46527777777777773,0.41666666666666663,0.6666666666666666,0.8888888888888888,71
0.438343023255814,0.4583333333333333,1.0,0.27777777777777773,0.8888888888888888,66
0.5690988372093022,0.4444444444444444,0.41666666666666663,0.7222222222222222,0.611111111111111,68
0.6167732558139536,0.548611111111111,0.75,0.44444444444444436,0.5555555555555555,70
0.2159011627906977,0.3611111111111111,0.41666666666666663,0.8333333333333334,0.7777777777777777,62
0.6847674418604652,0.7083333333333334,0.5,0.8333333333333334,0.3333333333333333,68
0.6622674418604652,0.4861111111111111,0.5833333333333333,0.7777777777777778,0.611111111111111,67
0.5320348837209303,0.5833333333333334,0.5,0.7222222222222222,0.7222222222222222,71
0.5544767441860465,0.5277777777777778,0.41666666666666663,0.6666666666666666,0.7222222222222222,68
0.5929651162790697,0.3819444444444444,0.75,0.7222222222222222,0.5555555555555555,69
0.6440988372093024,0.8125,0.16666666666666666,0.4444444444444444,0.7777777777777777,70
0.454593023255814,0.3541666666666667,0.41666666666666663,0.27777777777777773,0.4444444444444444,69
0.5184593023255815,0.3819444444444444,0.5833333333333333,0.38888888888888884,0.5555555555555555,65
0.494593023255814,0.2569444444444444,0.5833333333333333,0.6666666666666666,0.8888888888888888,70
0.6227906976744186,0.2986111111111111,0.41666666666666663,0.6666666666666666,0.7777777777777777,71
0.4942151162790698,0.3263888888888889,0.5833333333333333,0.7222222222222222,0.7222222222222222,65
0.6927906976744187,0.4861111111111111,0.5,0.05555555555555555,0.5555555555555555,72
0.5674418604651162,0.75,0.8333333333333333,0.7777777777777777,0.7777777777777777,69
0.33703488372093027,0.46527777777777773,0.75,0.3333333333333333,0.8888888888888888,66
0.5475290697674419,0.6944444444444443,0.5,0.6666666666666666,0.611111111111111,68
0.46008720930232555,0.3611111111111111,0.6666666666666666,0.7222222222222222,0.611111111111111,65
0.3512790697674419,0.548611111111111,0.5833333333333333,0.6666666666666666,0.27777777777777773,64
0.19194767441860472,0.548611111111111,0.5833333333333333,0.6666666666666666,0.8888888888888888,60
0.5709011627906977,0.46527777777777773,0.41666666666666663,0.611111111111111,0.5555555555555555,65
0.585843023255814,0.3263888888888889,0.6666666666666666,0.2777777777777778,0.8888888888888888,66
0.49029069767441863,0.6875,0.8333333333333333,0.5,0.7222222222222222,74
0.3967732558139535,0.6527777777777778,0.41666666666666663,0.5555555555555555,0.3333333333333333,62
0.6401453488372093,0.40277777777777773,0.5833333333333333,0.38888888888888884,0.7777777777777777,70
0.48802325581395356,0.5277777777777778,0.41666666666666663,0.6666666666666666,0.7222222222222222,69
0.3932848837209303,0.8125,0.5833333333333333,0.7222222222222222,0.3333333333333333,67
0.42959302325581394,0.40277777777777773,0.16666666666666666,0.11111111111111112,0.611111111111111,64
0.7405232558139534,0.6736111111111112,0.5833333333333333,0.2222222222222222,0.7222222222222222,71
0.3854069767441861,0.3611111111111111,0.5833333333333333,0.6666666666666666,0.5555555555555555,68
0.39127906976744187,0.5,0.8333333333333333,0.38888888888888884,0.38888888888888884,64
0.4578488372093023,0.4930555555555555,0.41666666666666663,0.7777777777777777,0.16666666666666666,63
0.5284593023255815,0.6944444444444443,0.5833333333333333,0.6666666666666666,0.8888888888888888,71
0.45508720930232566,0.3611111111111111,0.6666666666666666,0.5,0.7777777777777777,69
0.5200872093023257,0.7569444444444443,0.8333333333333333,0.4444444444444444,0.8888888888888888,100
0.5968895348837209,0.5069444444444444,0.5833333333333333,0.2777777777777778,0.611111111111111,68
0.38709302325581396,0.2986111111111111,0.16666666666666666,0.3333333333333333,0.5555555555555555,62
0.38834302325581394,0.4861111111111111,0.75,0.6666666666666666,0.6666666666666666,68
0.40671511627906975,0.6527777777777778,0.6666666666666666,0.6111111111111112,0.6666666666666666,66
0.6084011627906978,0.4444444444444444,0.3333333333333333,0.2222222222222222,0.8888888888888888,64
0.7239534883720931,0.5416666666666666,0.41666666666666663,0.16666666666666666,0.27777777777777773,67
0.3292732558139535,0.6875,0.75,0.7777777777777777,0.27777777777777773,65
0.48758720930232563,0.5833333333333334,0.5833333333333333,0.6666666666666666,0.5,65
0.6088953488372093,0.4166666666666667,0.8333333333333333,0.2777777777777778,0.8888888888888888,69
0.5584011627906977,0.4930555555555555,0.41666666666666663,0.2222222222222222,0.5555555555555555,63
0.575843023255814,0.4236111111111111,0.75,0.6666666666666666,0.4444444444444444,72
0.5944186046511628,0.625,0.75,0.44444444444444436,0.7777777777777777,76
0.5837790697674419,0.5069444444444444,0.5833333333333333,0.6666666666666666,0.5555555555555555,69
0.525843023255814,0.4791666666666667,0.75,0.611111111111111,0.7777777777777777,67
0.5267151162790699,0.5416666666666666,0.8333333333333333,0.7777777777777778,0.8888888888888888,69
0.4569476744186047,0.3611111111111111,0.6666666666666666,0.5555555555555556,0.611111111111111,63
0.39046511627906977,0.6458333333333334,0.75,0.4444444444444445,0.8888888888888888,67
0.4892151162790698,0.5694444444444444,0.3333333333333333,0.7777777777777777,0.5555555555555555,66
0.6164244186046512,0.7916666666666666,1.0,0.611111111111111,0.7222222222222222,79
0.3871511627906977,0.548611111111111,0.41666666666666663,0.38888888888888884,0.7222222222222222,64
0.578343023255814,0.6875,0.6666666666666666,0.6111111111111112,0.8888888888888888,73
0.5204651162790698,0.5416666666666666,0.16666666666666666,0.38888888888888884,0.5555555555555555,63
0.48476744186046516,0.4375,0.41666666666666663,0.16666666666666666,0.8888888888888888,65
0.6624127906976744,0.611111111111111,0.16666666666666666,0.8333333333333334,0.8888888888888888,73
0.4345348837209303,0.6527777777777778,0.8333333333333333,0.7777777777777777,0.7777777777777777,70
0.6482848837209303,0.4583333333333333,0.6666666666666666,0.4444444444444445,0.5555555555555555,68
0.40389534883720934,0.46527777777777773,0.5833333333333333,0.6666666666666666,0.5555555555555555,65
0.7332267441860465,0.611111111111111,0.3333333333333333,0.6666666666666666,0.7777777777777777,71
0.34895348837209306,0.4861111111111111,0.3333333333333333,0.22222222222222224,0.6666666666666666,64
0.40997093023255815,0.8611111111111112,0.5833333333333333,0.7222222222222222,0.27777777777777773,68
0.408546511627907,0.4375,0.5833333333333333,0.6666666666666666,0.7222222222222222,69
0.5680813953488373,0.6666666666666666,0.5833333333333333,0.38888888888888884,0.7777777777777777,69
0.6442732558139536,0.2708333333333333,0.41666666666666663,0.4444444444444444,0.5,69
0.3787790697674419,0.6597222222222222,0.5833333333333333,0.7777777777777777,0.8888888888888888,67
0.3805232558139535,0.5277777777777778,0.16666666666666666,0.8888888888888888,0.5,68
0.30063953488372097,0.4861111111111111,0.75,0.7222222222222222,0.7222222222222222,64
0.40171511627906975,0.4166666666666667,0.41666666666666663,0.3333333333333333,0.8888888888888888,66
0.46808139534883725,0.3958333333333333,0.6666666666666666,0.3333333333333333,0.5555555555555555,63
0.504156976744186,0.4166666666666667,0.41666666666666663,0.611111111111111,0.611111111111111,66
0.48683139534883724,0.6041666666666666,0.75,0.4444444444444445,0.5555555555555555,66
0.17904069767441863,0.673611111111111,0.5833333333333333,0.6666666666666666,0.8888888888888888,67
0.3188953488372094,0.46527777777777773,0.6666666666666666,0.3333333333333333,0.5555555555555555,65
0.5475872093023255,0.46527777777777773,0.16666666666666666,0.5555555555555555,0.7222222222222222,68
0.5682848837209303,0.5208333333333334,0.41666666666666663,0.3888888888888889,0.8888888888888888,68
0.5460174418604651,0.6944444444444443,0.6666666666666666,0.16666666666666666,0.38888888888888884,65
0.661279069767442,0.5416666666666666,0.5833333333333333,0.2222222222222222,0.7222222222222222,71
0.5932267441860466,0.6319444444444444,0.75,0.2777777777777778,0.0,65
0.4148255813953489,0.3958333333333333,0.75,0.27777777777777773,0.5555555555555555,64
0.6850290697674418,0.6944444444444443,1.0,0.22222222222222224,0.7222222222222222,72
0.439593023255814,0.40277777777777773,0.41666666666666663,0.3888888888888889,0.2222222222222222,65
0.4857848837209303,0.5,0.75,0.5,0.5555555555555555,66
0.4710174418604651,0.611111111111111,0.16666666666666666,0.3333333333333333,0.5555555555555555,61
0.4739534883720931,0.625,0.3333333333333333,0.7222222222222222,0.5555555555555555,68
0.4066569767441861,0.5902777777777778,1.0,0.7222222222222222,0.1111111111111111,69
0.5608430232558139,0.46527777777777773,0.5833333333333333,0.6111111111111112,0.8888888888888888,72
0.550843023255814,0.5416666666666666,0.75,0.5555555555555555,0.8888888888888888,71
0.44084302325581404,0.5416666666666666,0.6666666666666666,0.2222222222222222,0.5555555555555555,70
0.46220930232558144,0.46527777777777773,0.41666666666666663,0.5,0.611111111111111,68
0.4087790697674418,0.4583333333333333,0.16666666666666666,0.5,0.7777777777777777,67
0.557093023255814,0.4375,0.41666666666666663,0.7777777777777777,0.7222222222222222,68
0.46345930232558136,0.5069444444444444,0.75,0.6666666666666666,0.8888888888888888,68
0.6294186046511628,0.5416666666666666,0.41666666666666663,0.5555555555555555,0.3333333333333333,72
0.32665697674418603,0.5277777777777778,0.3333333333333333,0.22222222222222224,0.7222222222222222,65
0.41476744186046516,0.736111111111111,0.41666666666666663,0.27777777777777773,0.8888888888888888,66
0.6087209302325581,0.4166666666666667,0.41666666666666663,0.7222222222222222,0.5555555555555555,65
0.5118313953488374,0.4861111111111111,0.5833333333333333,0.6111111111111112,0.2222222222222222,67
0.35953488372093023,0.5694444444444444,0.5833333333333333,0.27777777777777773,0.5,66
0.4236627906976744,0.5208333333333334,0.41666666666666663,0.38888888888888884,0.6666666666666666,69
0.4076453488372094,0.5833333333333334,0.5833333333333333,0.7222222222222222,0.7777777777777777,66
0.38034883720930235,0.638888888888889,0.41666666666666663,0.6111111111111112,0.7222222222222222,69
0.505843023255814,0.1111111111111111,0.6666666666666666,0.611111111111111,0.7222222222222222,67
0.3882848837209303,0.576388888888889,0.6666666666666666,0.6111111111111112,0.8888888888888888,66
0.6344186046511628,0.5694444444444444,0.5833333333333333,0.7777777777777778,0.5,71
0.46840116279069766,0.5208333333333334,0.8333333333333333,0.3333333333333333,0.611111111111111,70
0.4826453488372094,0.5416666666666666,1.0,0.3333333333333333,0.8888888888888888,71
0.5551453488372093,0.7152777777777777,0.75,0.6666666666666666,0.8888888888888888,66
0.5763953488372094,0.3958333333333333,0.41666666666666663,0.27777777777777773,0.5555555555555555,67
0.4479651162790697,0.3819444444444444,0.8333333333333333,0.4444444444444444,0.16666666666666666,66
0.5308430232558139,0.5,0.75,0.3888888888888889,0.8888888888888888,72
0.585843023255814,0.46527777777777773,0.41666666666666663,0.4444444444444445,0.8888888888888888,68
0.5820348837209304,0.3125,0.41666666666666663,0.2777777777777778,0.8888888888888888,69
0.4717151162790698,0.513888888888889,0.75,0.6666666666666666,0.8888888888888888,71
0.41279069767441867,0.27777777777777773,0.75,0.7222222222222223,0.5,70
0.6663372093023257,0.513888888888889,0.5833333333333333,0.5,0.5,67
0.4272383720930233,0.5694444444444444,0.41666666666666663,0.5555555555555556,0.6666666666666666,69
0.3287209302325582,0.5694444444444444,0.16666666666666666,0.27777777777777773,0.611111111111111,65
0.3213953488372093,0.46527777777777773,0.8333333333333333,0.4444444444444444,0.7222222222222222,65
0.31933139534883725,0.5416666666666666,0.41666666666666663,0.7777777777777777,0.7222222222222222,64
0.32165697674418603,0.2986111111111111,0.3333333333333333,0.7222222222222223,0.5555555555555555,63
0.6671511627906977,0.3680555555555556,0.16666666666666666,0.5,0.7777777777777777,69
0.31247093023255823,0.5208333333333334,0.5833333333333333,0.7222222222222222,0.7222222222222222,64
0.7516569767441861,0.7777777777777777,0.6666666666666666,0.7222222222222222,0.7777777777777777,72
0.4092151162790698,0.4444444444444444,0.16666666666666666,0.7222222222222222,0.7222222222222222,63
0.2588953488372093,0.5069444444444444,0.16666666666666666,0.5,0.8888888888888888,64
0.35563953488372096,0.8402777777777778,0.5833333333333333,0.611111111111111,0.611111111111111,64
0.48677325581395353,0.548611111111111,0.75,0.611111111111111,0.6666666666666666,67
0.4432848837209302,0.5416666666666666,0.75,0.2222222222222222,0.8888888888888888,71
0.6450290697674419,0.40972222222222227,0.41666666666666663,0.27777777777777773,0.8888888888888888,70
0.35601744186046513,0.611111111111111,0.41666666666666663,0.8333333333333334,0.5,61
0.3150290697674419,0.4861111111111111,0.5833333333333333,0.7222222222222222,0.4444444444444444,67
0.615843023255814,0.6666666666666666,0.8333333333333333,0.2222222222222222,0.5555555555555555,72
0.49014534883720934,0.2986111111111111,0.16666666666666666,0.7222222222222222,0.5555555555555555,66
0.6050290697674419,0.576388888888889,0.41666666666666663,0.5,0.7222222222222222,70
0.4967151162790697,0.34027777777777773,0.6666666666666666,0.6666666666666666,0.38888888888888884,67
0.4735174418604652,0.4583333333333333,0.6666666666666666,0.5,0.611111111111111,67
0.709593023255814,0.5694444444444444,0.3333333333333333,0.611111111111111,0.7222222222222222,71
0.347906976744186,0.548611111111111,0.8333333333333333,0.7777777777777777,0.8888888888888888,66
0.40534883720930237,0.46527777777777773,0.41666666666666663,0.611111111111111,0.8888888888888888,68
0.5853488372093024,0.7569444444444443,0.5833333333333333,0.6666666666666666,0.8888888888888888,74
0.39645348837209304,0.2986111111111111,0.41666666666666663,0.6111111111111112,0.7222222222222222,64
0.4130813953488373,0.548611111111111,0.5833333333333333,0.38888888888888884,0.8888888888888888,65
0.40415697674418605,0.3819444444444444,0.3333333333333333,0.5,0.7222222222222222,66
0.405406976744186,0.5833333333333334,0.41666666666666663,0.7222222222222222,0.2222222222222222,66
0.5541569767441861,0.40277777777777773,0.41666666666666663,0.27777777777777773,0.8888888888888888,68
0.7666860465116279,0.5416666666666666,0.6666666666666666,0.5555555555555555,0.8888888888888888,78
0.3291569767441861,0.7152777777777777,0.41666666666666663,0.5555555555555556,0.7777777777777777,67
0.6524127906976744,0.7569444444444443,0.41666666666666663,0.6111111111111112,0.8888888888888888,74
0.7528488372093023,0.5208333333333334,0.75,0.16666666666666666,0.8888888888888888,74
0.33122093023255816,0.3819444444444444,0.41666666666666663,0.3888888888888889,0.38888888888888884,62
0.47133720930232564,0.3194444444444444,0.6666666666666666,0.611111111111111,0.5,66
0.6845348837209303,0.5625,0.41666666666666663,0.5555555555555555,0.5,69
0.3851453488372094,0.7083333333333334,0.5833333333333333,0.8333333333333334,0.8888888888888888,68
0.4371511627906977,0.3611111111111111,0.41666666666666663,0.27777777777777773,0.4444444444444444,89
0.2805232558139535,0.4861111111111111,0.8333333333333333,0.27777777777777773,0.7222222222222222,66
0.39921511627906975,0.375,0.16666666666666666,0.6666666666666666,0.7222222222222222,68
0.44811046511627906,0.3611111111111111,0.41666666666666663,0.6666666666666666,0.8888888888888888,69
0.6815116279069768,0.19444444444444442,0.5833333333333333,0.5555555555555555,0.8888888888888888,67
0.5637209302325581,0.736111111111111,0.6666666666666666,0.7222222222222222,0.8888888888888888,75
0.39732558139534885,0.5277777777777778,0.41666666666666663,0.38888888888888884,0.4444444444444444,60
0.43927325581395354,0.7083333333333334,0.8333333333333333,0.8333333333333334,0.4444444444444444,66
0.4186627906976745,0.798611111111111,0.3333333333333333,0.6666666666666666,0.8888888888888888,73
0.3479651162790698,0.6041666666666666,0.41666666666666663,0.27777777777777773,0.7222222222222222,68
0.40058139534883724,0.4444444444444444,0.41666666666666663,0.6111111111111112,0.7222222222222222,62
0.2734593023255814,0.4583333333333333,0.41666666666666663,0.3888888888888889,0.8888888888888888,62
0.5762209302325582,0.3819444444444444,0.6666666666666666,0.7777777777777777,0.5,65
0.6522093023255814,0.3194444444444444,0.6666666666666666,0.7222222222222222,0.4444444444444444,69
0.39002906976744184,0.4236111111111111,0.41666666666666663,0.27777777777777773,0.5,64
0.5804651162790698,0.5555555555555556,0.75,0.27777777777777773,0.4444444444444444,67
0.5547093023255814,0.5,0.6666666666666666,0.7222222222222223,0.7222222222222222,70
0.6872965116279071,0.5416666666666666,0.5833333333333333,0.3333333333333333,0.7222222222222222,70
0.3587209302325582,0.4791666666666667,0.6666666666666666,0.3333333333333333,0.8888888888888888,69
0.3594476744186047,0.4166666666666667,0.6666666666666666,0.38888888888888884,0.8888888888888888,61
0.5587790697674418,0.611111111111111,0.75,0.27777777777777773,0.27777777777777773,69
0.3959593023255814,0.46527777777777773,0.6666666666666666,0.38888888888888884,0.38888888888888884,63
0.4282848837209303,0.4166666666666667,0.41666666666666663,0.7222222222222222,0.38888888888888884,67
0.3951453488372094,0.46527777777777773,0.0,0.3333333333333333,0.611111111111111,65
0.4659011627906977,0.6458333333333334,0.41666666666666663,0.7222222222222222,0.611111111111111,66
0.29915697674418606,0.5277777777777778,0.16666666666666666,0.3888888888888889,0.7222222222222222,63
0.5045348837209302,0.736111111111111,0.41666666666666663,0.5,0.4444444444444444,68
0.34976744186046516,0.5,1.0,0.38888888888888884,0.7222222222222222,65
0.4438372093023257,0.46527777777777773,0.16666666666666666,0.7222222222222222,0.8888888888888888,67
0.5430232558139536,0.4583333333333333,0.5,0.7222222222222222,0.7222222222222222,68
0.48970930232558146,0.3888888888888889,0.5833333333333333,0.2777777777777778,0.38888888888888884,64
0.7594186046511628,0.611111111111111,0.5833333333333333,0.2222222222222222,0.7777777777777777,71
0.482093023255814,0.4444444444444444,0.41666666666666663,0.7222222222222222,0.7222222222222222,69
0.39020348837209307,0.46527777777777773,0.75,0.7777777777777778,0.611111111111111,67
0.35159883720930235,0.513888888888889,0.3333333333333333,0.16666666666666666,0.27777777777777773,65
0.549796511627907,0.46527777777777773,0.16666666666666666,0.16666666666666666,0.8888888888888888,68
0.21909883720930234,0.548611111111111,1.0,0.6111111111111112,0.7777777777777777,67
0.5993895348837209,0.5625,0.41666666666666663,0.6666666666666666,0.7222222222222222,67
0.43052325581395356,0.375,0.41666666666666663,0.6666666666666666,0.8888888888888888,66
0.6344767441860466,0.4861111111111111,0.8333333333333333,0.5,0.611111111111111,70
0.3122093023255814,0.6458333333333334,1.0,0.611111111111111,0.7777777777777777,65
0.3391569767441861,0.5555555555555556,0.5,0.7222222222222222,0.8888888888888888,69
0.29578488372093026,0.4375,0.41666666666666663,0.7222222222222222,0.6666666666666666,65
0.3255813953488373,0.548611111111111,0.8333333333333333,0.2777777777777778,0.38888888888888884,63
0.4567151162790698,0.625,0.75,0.16666666666666666,0.5,67
0.41625,0.3819444444444444,0.6666666666666666,0.6111111111111112,0.8888888888888888,61
0.5043313953488373,0.3611111111111111,0.41666666666666663,0.5555555555555556,0.8888888888888888,65
0.5425872093023256,0.40972222222222227,0.3333333333333333,0.6666666666666666,0.7222222222222222,66
0.6222674418604652,0.5555555555555556,0.5833333333333333,0.7222222222222222,0.7222222222222222,66
0.5098546511627906,0.5208333333333334,0.41666666666666663,0.4444444444444444,0.5555555555555555,69
0.383139534883721,0.4861111111111111,0.5833333333333333,0.2777777777777778,0.7777777777777777,63
0.3105232558139535,0.6319444444444444,0.5,0.4444444444444445,0.8888888888888888,65
0.5050290697674418,0.4444444444444444,0.16666666666666666,0.5555555555555555,0.38888888888888884,67
0.40404069767441864,0.6527777777777778,0.6666666666666666,0.6666666666666666,0.2222222222222222,69
0.493139534883721,0.47222222222222227,0.5,0.5,0.5555555555555555,65
0.42741279069767446,0.3819444444444444,0.41666666666666663,0.2777777777777778,0.7777777777777777,65
0.37546511627906975,0.27777777777777773,0.8333333333333333,0.5555555555555556,0.611111111111111,65
0.43308139534883733,0.5416666666666666,0.5833333333333333,0.8333333333333334,0.3333333333333333,67
0.6104069767441862,0.46527777777777773,0.16666666666666666,0.6666666666666666,0.3333333333333333,66
0.631279069767442,0.5277777777777778,0.41666666666666663,0.3333333333333333,0.8888888888888888,72
0.5759593023255813,0.5069444444444444,0.5833333333333333,0.3333333333333333,0.8888888888888888,66
0.3429651162790698,0.5416666666666666,0.5833333333333333,0.7222222222222222,0.5,65
0.5238372093023257,0.3819444444444444,0.6666666666666666,0.6666666666666666,0.611111111111111,69
0.5137790697674419,0.4305555555555556,0.41666666666666663,0.1111111111111111,0.7222222222222222,68
0.23497093023255813,0.46527777777777773,0.75,0.22222222222222218,0.7222222222222222,64
0.5036046511627907,0.5902777777777778,0.3333333333333333,0.3333333333333333,0.4444444444444444,69
0.21601744186046518,0.4444444444444444,0.41666666666666663,0.4444444444444444,0.4444444444444444,59
0.463546511627907,0.611111111111111,0.6666666666666666,0.8333333333333334,0.7777777777777777,68
0.2969476744186047,0.5277777777777778,0.41666666666666663,0.3333333333333333,0.7222222222222222,60
0.3121511627906977,0.6319444444444444,0.41666666666666663,0.3333333333333333,0.3333333333333333,62
0.4887209302325582,0.3055555555555555,0.3333333333333333,0.6111111111111112,0.5555555555555555,67
0.5033430232558139,0.7777777777777777,0.16666666666666666,0.8333333333333334,0.6666666666666666,68
0.40970930232558145,0.5902777777777778,0.41666666666666663,0.5555555555555555,0.7777777777777777,64
0.4646511627906977,0.5625,0.41666666666666663,0.6666666666666666,0.7777777777777777,65
0.4530232558139536,0.5694444444444444,0.16666666666666666,0.5555555555555556,0.4444444444444444,65
0.4959593023255814,0.3055555555555555,0.6666666666666666,0.38888888888888884,0.7222222222222222,63
0.45953488372093027,0.4583333333333333,0.41666666666666663,0.6111111111111112,0.8888888888888888,70
0.313343023255814,0.5069444444444444,0.16666666666666666,0.7777777777777778,0.8888888888888888,66
0.26095930232558145,0.6944444444444445,0.41666666666666663,0.6666666666666666,0.8888888888888888,68
0.4407848837209303,0.5902777777777778,0.16666666666666666,0.38888888888888884,0.8888888888888888,66
0.43084302325581403,0.5902777777777778,0.3333333333333333,0.27777777777777773,0.5555555555555555,63
0.5607848837209303,0.3819444444444444,0.8333333333333333,0.7777777777777778,0.1111111111111111,66
0.4287209302325582,0.46527777777777773,0.41666666666666663,0.6111111111111112,0.7222222222222222,65
0.6126453488372093,0.3819444444444444,0.75,0.6666666666666666,0.7777777777777777,66
0.5555232558139535,0.5972222222222222,0.8333333333333333,0.5,0.4444444444444444,67
0.48247093023255816,0.5277777777777778,0.41666666666666663,0.6666666666666666,0.8888888888888888,66
0.4437209302325581,0.5,0.16666666666666666,0.2777777777777778,0.5555555555555555,63
0.29171511627906976,0.5069444444444444,0.41666666666666663,0.611111111111111,0.5555555555555555,66
0.39127906976744187,0.3819444444444444,0.5833333333333333,0.2777777777777778,0.7777777777777777,67
0.5807267441860465,0.21527777777777776,0.41666666666666663,0.6111111111111112,0.8888888888888888,71
0.5422093023255814,0.6319444444444444,0.41666666666666663,0.611111111111111,0.7222222222222222,67
0.6066569767441861,0.576388888888889,0.41666666666666663,0.6666666666666666,0.611111111111111,69
0.47340116279069777,0.40277777777777773,0.75,0.7222222222222222,0.2222222222222222,67
